"Time"	hipA	hipB	ihfB	yeiL	tdcA	tdcF	tdcG	tdcE	tdcC	tdcD	tdcB	hemF	amiA	ibpB	uspB	ecpD
1100	0,7106330	0,3544974	0,3249506	0,6441867	0,6951447	0,2343615	0,2505336	0,1564901	0,5743753	1,0072858	0,8355593	0,3503685	0,8008331	0,1430379	0,7368272	0,2652031

0	0,7081478	0,3190892	0,3726016	0,5738924	0,6608471	0,1615315	0,1952059	0,2017575	0,5682986	0,8925857	0,7770426	0,3591222	0,7936145	0,2199795	0,9712504	0,2517356
20	0,6712926	0,3224286	0,3424179	0,6229646	0,6565206	0,3441038	0,2603790	0,1929545	0,5924518	0,8915537	0,7800086	0,3248216	0,8073297	0,1609059	0,8053481	0,2499071
40	0,6259290	0,3372567	0,3781306	0,6034378	0,7035509	0,4789785	0,3485892	0,3048471	0,6021678	0,8796256	0,7908092	0,2970841	0,7880405	0,1709383	0,8473189	0,2078417
60	0,6655971	0,3079712	0,3333802	0,6351028	0,6735353	0,6369670	0,5037658	0,3574863	0,6095133	0,8968148	0,7449882	0,3412763	0,7994298	0,1722625	0,8596078	0,2585226
80	0,6754639	0,2854095	0,3627962	0,6672102	0,6337086	0,7435991	0,5521070	0,4147341	0,6128333	0,9070458	0,6936821	0,3447466	0,7691571	0,1470926	0,8327591	0,2908901
100	0,7874443	0,3142303	0,3683763	0,7275739	0,6152726	0,7081733	0,6280663	0,4917069	0,6753317	0,9260101	0,6575667	0,3392148	0,7655380	0,1760216	0,8572932	0,2846501
120	0,7688567	0,3194517	0,3199081	0,8168165	0,6593704	0,7311902	0,6887385	0,5390109	0,6716641	0,8541211	0,7088159	0,3410894	0,7326940	0,1730459	0,8466459	0,2846846
140	0,7258658	0,3514992	0,3375469	0,7961697	0,6591132	0,8018620	0,7519039	0,6209812	0,6325374	0,8774689	0,7426580	0,3028897	0,7377278	0,1692210	0,8244569	0,2447387
160	0,6949848	0,3309427	0,4000744	0,8005249	0,6584926	0,8534817	0,7829748	0,5835549	0,6066750	0,7967389	0,7658088	0,3312829	0,7679866	0,1992661	0,8680509	0,2641434
180	0,6779192	0,3497935	0,3300652	0,7658391	0,6851241	0,8338694	0,7518549	0,5819672	0,6144687	0,8193674	0,7622077	0,2938153	0,7956066	0,1778919	0,8653692	0,2876741
200	0,6649051	0,3795558	0,3411722	0,8172357	0,6856738	0,7873153	0,7482257	0,5662897	0,6128507	0,8210636	0,7681388	0,3046688	0,8158174	0,1884959	0,8810945	0,2675206
220	0,7061166	0,3970727	0,3148380	0,7617587	0,6446569	0,8375371	0,8260565	0,5890262	0,6148241	0,7741576	0,7710439	0,3063135	0,8162348	0,1988818	0,8898691	0,2372293
240	0,7111314	0,4039177	0,2978844	0,7995476	0,7235743	0,7836508	0,7988248	0,5453730	0,6596881	0,7569996	0,7642612	0,3468280	0,8359238	0,1885617	0,8879675	0,2215573
260	0,6515615	0,3891183	0,3438647	0,7579260	0,6896116	0,7654985	0,8779293	0,5183990	0,6571457	0,7613705	0,7433482	0,3167227	0,8307490	0,1974845	0,8764982	0,2185911
280	0,6359090	0,3925835	0,3743395	0,7177042	0,6551944	0,7595131	0,9338485	0,5094909	0,6165554	0,7914207	0,7975271	0,3297050	0,8337937	0,1970002	0,9025750	0,2224710
300	0,6561900	0,3681574	0,3321640	0,7449445	0,6959558	0,7655038	0,9523971	0,4930024	0,5794085	0,7295904	0,8245816	0,2988605	0,8348550	0,1804871	0,8949831	0,2482388
320	0,6574382	0,3698242	0,3134819	0,8088351	0,6888278	0,8350461	0,9688978	0,4671418	0,6090070	0,7593221	0,8174729	0,3482038	0,7770356	0,1951024	0,8719699	0,2531730
340	0,7203702	0,3514637	0,3457338	0,7960950	0,7383570	0,8484303	0,9064437	0,4545955	0,5898847	0,7899562	0,8956727	0,3971605	0,7518558	0,1825186	0,8801766	0,2630190
360	0,6631556	0,3380769	0,3153182	0,8086657	0,7253494	0,8584416	0,8150231	0,4474878	0,5782139	0,8184499	0,8414030	0,3955518	0,7526650	0,1574295	0,9134127	0,2581613
380	0,7268825	0,3218040	0,3804441	0,8256217	0,7113166	0,8438622	0,7988411	0,5204789	0,5546999	0,8321032	0,8286233	0,3861582	0,7519885	0,1661439	0,9628676	0,2498864
400	0,6815617	0,3133842	0,3392209	0,8290023	0,6622064	0,8392165	0,7869975	0,4866253	0,5531985	0,8963445	0,8098420	0,3973760	0,7189745	0,2074372	0,9830281	0,2470457
420	0,6270024	0,2866300	0,3476458	0,8681405	0,6760027	0,8316522	0,7583010	0,4813860	0,5062306	0,9440288	0,8046022	0,3925077	0,6979495	0,1953405	0,9581033	0,2246818
440	0,5970603	0,2866421	0,2790414	0,8089876	0,7530043	0,7647059	0,7735983	0,5049746	0,4674868	0,9379190	0,7223083	0,3813051	0,6837696	0,1566256	0,9510626	0,2338124
460	0,7252739	0,2627716	0,3352008	0,7707817	0,7214749	0,7566484	0,8394048	0,5598567	0,4646891	0,9586286	0,7829380	0,3554625	0,6892766	0,1689423	0,8899245	0,2230371
480	0,7434451	0,2606522	0,4082048	0,7114482	0,7045764	0,8060800	0,8131301	0,5688735	0,5001005	0,9211349	0,7647388	0,3433235	0,7183687	0,1650080	0,8977004	0,2389076
500	0,6804996	0,2576668	0,4144688	0,7626144	0,7287990	0,8006282	0,8793802	0,5412938	0,5338289	0,8882121	0,7581516	0,3612439	0,7475977	0,2066799	0,8896008	0,2126450
520	0,6163330	0,2941636	0,3888453	0,8100802	0,6941876	0,8745876	0,8486319	0,5380548	0,5497032	0,8063992	0,7720358	0,3847144	0,7594298	0,1903670	0,8840373	0,2532735
540	0,6815649	0,2995787	0,3579522	0,7752303	0,6690428	0,8016762	0,8198368	0,5403034	0,5996987	0,8625558	0,6923360	0,3724363	0,7825111	0,1883658	0,9066427	0,2573798
560	0,6440306	0,2935043	0,3001670	0,8310805	0,6120652	0,7840089	0,8553434	0,5533872	0,5185402	0,8230190	0,7171692	0,3632110	0,7337960	0,1871519	0,8420579	0,2752341
580	0,6413263	0,2404568	0,4172469	0,7959268	0,6268649	0,7103348	0,8263814	0,4487897	0,5201005	0,8418750	0,6356778	0,3134929	0,6699297	0,1571860	0,8230225	0,2512725
600	0,6518292	0,2429603	0,3963094	0,7515294	0,6518939	0,5912560	0,7533479	0,4039389	0,5129628	0,8603518	0,6688916	0,3473646	0,7079436	0,1890178	0,8544668	0,2378974
620	0,6440601	0,2402796	0,3202755	0,7690297	0,6777369	0,4662089	0,6705989	0,3032072	0,4927553	0,8737379	0,6820166	0,3881659	0,6978576	0,1871788	0,8063427	0,2189657
640	0,7482578	0,2422370	0,3866346	0,7770967	0,6871480	0,3793175	0,5357759	0,2760276	0,5760869	0,8203503	0,7050446	0,3729689	0,7090759	0,1783897	0,7918534	0,2216642
660	0,7879309	0,2656027	0,3621046	0,6649965	0,6768652	0,3556747	0,4431152	0,2842708	0,5968873	0,8312824	0,7175332	0,3562162	0,7519357	0,1707415	0,8225389	0,2260954
680	0,7350833	0,2773360	0,3288246	0,6609624	0,6294972	0,2926397	0,3845051	0,2526721	0,6131514	0,8218076	0,7178529	0,3481870	0,7670783	0,2007841	0,8357021	0,2246467
700	0,6214303	0,3173372	0,3731227	0,6315106	0,6130376	0,2653823	0,3371617	0,2020316	0,6264601	0,7791865	0,7635393	0,3500810	0,7641906	0,2067858	0,8524246	0,2264053
720	0,6497356	0,2994330	0,3126593	0,6255770	0,6060838	0,1728002	0,3334223	0,2012023	0,6837891	0,8286013	0,8225341	0,3480498	0,7902205	0,1813905	0,9093880	0,2240230
740	0,6567025	0,2917710	0,3106764	0,5831300	0,6264036	0,1601505	0,3019742	0,1668058	0,6569405	0,8771700	0,8330544	0,3453352	0,7757274	0,1543304	0,9341905	0,2600028
760	0,6944376	0,2905301	0,3677381	0,5736393	0,6210187	0,1667172	0,2378544	0,1513599	0,6483593	0,8282803	0,8552937	0,3317557	0,7720426	0,1159705	0,8300264	0,2799958
780	0,7028359	0,3156199	0,4007355	0,5481232	0,6390920	0,1238761	0,2113559	0,1787552	0,6810918	0,8923086	0,8469655	0,3118788	0,7672630	0,1236176	0,8124471	0,2821672
800	0,6756907	0,3286959	0,3383046	0,5389102	0,7049872	0,1795620	0,2287177	0,2201352	0,7074961	0,8818852	0,8597006	0,3304131	0,7486233	0,1296494	0,8763291	0,2950604
820	0,7057697	0,3543223	0,3201352	0,5454971	0,7195543	0,2030235	0,2164616	0,1976966	0,7249246	0,8535335	0,8725916	0,3178160	0,7703083	0,1659155	0,8461684	0,3051072
840	0,6134851	0,3774822	0,3368867	0,5463552	0,7042100	0,2051484	0,2388693	0,1874715	0,7066616	0,8590984	0,8632809	0,3128870	0,8547766	0,1717420	0,8059508	0,2924483
860	0,6503350	0,3895601	0,3675423	0,5234809	0,7241457	0,2058727	0,2858433	0,1536062	0,6410652	0,9240308	0,7585798	0,3482280	0,7882725	0,1338131	0,8593700	0,2875385
880	0,6185065	0,3867664	0,3087965	0,5664158	0,6960691	0,2039900	0,2707924	0,2060194	0,6114177	0,9477156	0,7588572	0,3514367	0,7087804	0,1686009	0,8856538	0,2628819
900	0,6991520	0,3686111	0,3766644	0,5335276	0,6783718	0,2282801	0,2788813	0,2212603	0,5586082	0,9669501	0,6543070	0,3745527	0,7019715	0,1888642	0,8292608	0,2218421
920	0,7596639	0,3659233	0,3832998	0,5188587	0,7063294	0,2521068	0,2880568	0,2038395	0,5909651	0,9713700	0,7502850	0,3829132	0,7154460	0,1822357	0,8411466	0,2364702
940	0,6818965	0,3709764	0,3499728	0,4872273	0,7470958	0,2460751	0,2899447	0,2314238	0,5856783	0,9375401	0,7900422	0,3639305	0,6868109	0,2079912	0,9385590	0,2416535
960	0,5902176	0,3400310	0,3393019	0,4986918	0,7921119	0,2659417	0,2980605	0,2383121	0,5864355	0,9176488	0,7434538	0,3956846	0,7257439	0,2266159	0,8815316	0,2222916
980	0,6041735	0,3360143	0,3626439	0,5264429	0,7667962	0,2536367	0,3241277	0,2213734	0,5465756	0,9288806	0,7702785	0,4360312	0,7156509	0,1909525	0,8817903	0,2333070
1000	0,6519638	0,3192036	0,3163321	0,5704043	0,7450702	0,2306422	0,2754023	0,1624974	0,6279117	0,9411578	0,7727502	0,4335631	0,6929907	0,1638622	0,8883561	0,2365873
1020	0,6676373	0,3176771	0,3109504	0,5577177	0,6955691	0,1893134	0,2641873	0,1642423	0,5610724	0,9306853	0,7588888	0,4186665	0,7229836	0,1644852	0,8764261	0,2177110
1040	0,6589831	0,2789317	0,3772378	0,5092419	0,7141230	0,1735656	0,2477357	0,1695980	0,5366557	0,9877639	0,7384964	0,3873633	0,7056457	0,1564695	0,8808105	0,2349690
1060	0,7102257	0,2923617	0,3890117	0,4822073	0,6749636	0,2450002	0,2417810	0,1739703	0,5912308	0,9284006	0,7162625	0,3557014	0,7262332	0,1541745	0,8454365	0,2228596
1080	0,6570426	0,2549875	0,3547632	0,4812876	0,6426525	0,2670801	0,2836267	0,2005935	0,6129908	0,9309183	0,7119792	0,3769919	0,7096768	0,1457636	0,8273398	0,2317655
1100	0,6184396	0,2721528	0,3640249	0,4715647	0,6437653	0,1640238	0,2733068	0,2537297	0,5996273	0,8972087	0,7393447	0,3503118	0,7415748	0,1686874	0,8562347	0,2522351

0	0,7081478	0,3190892	0,3726016	0,5738924	0,6608471	0,1615315	0,1952059	0,2017575	0,5682986	0,8925857	0,7770426	0,3591222	0,7936145	0,2199795	0,9712504	0,2517356
20	0,6612273	0,3675087	0,3586488	0,6180656	0,7575229	0,2510649	0,2240177	0,1380487	0,5845273	1,0549226	0,7684006	0,3161580	0,8116064	0,1914027	0,9617529	0,2892734
40	0,6692677	0,3446276	0,2862625	0,6441102	0,7310204	0,2549501	0,2090957	0,1445047	0,5680787	1,0926319	0,7531128	0,3718197	0,7716680	0,1838553	0,9269957	0,2569798
60	0,6257196	0,3083030	0,3021694	0,6603079	0,7391706	0,2348336	0,2223250	0,1362381	0,6029817	1,0594071	0,7504893	0,3721528	0,7357047	0,1885567	0,9058757	0,2515891
80	0,6927755	0,3005250	0,2785309	0,5825013	0,6999715	0,2353556	0,2122768	0,1298140	0,7109778	1,0043412	0,7808090	0,3894099	0,7663727	0,1614492	0,8185698	0,2635197
100	0,7631341	0,2859895	0,2774825	0,5602117	0,6523673	0,2161391	0,1894357	0,1393904	0,7138734	1,0082623	0,7512913	0,3598148	0,7485186	0,1494964	0,8519812	0,2277411
120	0,7315707	0,2615687	0,3061316	0,5364526	0,6199279	0,2011668	0,1858796	0,1300242	0,7088400	1,0027184	0,7449933	0,3652261	0,7503881	0,1344497	0,8161731	0,2300062
140	0,7028342	0,2523336	0,2870147	0,5630534	0,6299756	0,1971413	0,1632616	0,1332029	0,7128062	0,9940124	0,6773145	0,3747776	0,7705248	0,1345011	0,8744517	0,2212951
160	0,6967104	0,2633635	0,2513731	0,5495215	0,6891587	0,1884243	0,1590735	0,1337780	0,6677051	0,9397917	0,6661156	0,3870564	0,7260328	0,1392945	0,9136870	0,2028646
180	0,6547345	0,2494188	0,2589749	0,5683615	0,6704463	0,1621977	0,1387088	0,1197125	0,7287135	0,9580843	0,6435154	0,4432455	0,6796717	0,1594504	0,9301340	0,2020732
200	0,7221846	0,2154674	0,2726238	0,5123182	0,6520137	0,1850951	0,1110783	0,1071886	0,7694692	0,9470898	0,6384620	0,4607333	0,6859584	0,1553988	0,9490117	0,2081539
220	0,7777534	0,2099288	0,3398848	0,4810984	0,6881545	0,1841842	0,1062240	0,0882778	0,7471820	0,8385155	0,6241930	0,4720103	0,7057996	0,1341740	0,9569162	0,1770576
240	0,7459359	0,2211898	0,3414899	0,5211470	0,6701451	0,1839901	0,1173377	0,1193286	0,7630111	0,7914354	0,6344363	0,4359618	0,7493343	0,1612270	0,9175940	0,1853708
260	0,6604920	0,2256797	0,2821841	0,4839226	0,6545716	0,1903042	0,1513517	0,0922267	0,7034223	0,8072001	0,6340050	0,3759974	0,7507561	0,1951773	0,8865881	0,1929527
280	0,7122036	0,2055449	0,3127885	0,5227593	0,6940654	0,1896348	0,1471290	0,1157536	0,7081906	0,8467207	0,6724406	0,3447095	0,7675849	0,1792839	0,9350498	0,2033843
300	0,7264964	0,1887317	0,2924080	0,5195201	0,6617301	0,2021603	0,1572550	0,1216923	0,7386958	0,8942272	0,6570057	0,3370625	0,7207254	0,1504634	0,9064799	0,1825055
320	0,7255078	0,2172676	0,3654747	0,4630890	0,6356666	0,1870742	0,1445622	0,1375011	0,7651100	0,9336372	0,6705484	0,3583060	0,7457299	0,1515716	0,9717921	0,1853117
340	0,7352677	0,2072264	0,3160682	0,4810880	0,6363582	0,2274381	0,1530127	0,1547967	0,7992879	0,8965238	0,6599669	0,3323292	0,7385828	0,1647945	0,9969152	0,1692271
360	0,6656023	0,2225056	0,2734783	0,4489043	0,6738147	0,2190349	0,1543139	0,1289510	0,8332120	0,8938969	0,7119451	0,3299230	0,7294517	0,1667734	0,9832321	0,1655244
380	0,6397349	0,2115192	0,3141571	0,4461488	0,7127858	0,2102495	0,1443686	0,1534064	0,7626341	0,9465787	0,7705999	0,3151851	0,7674432	0,1379823	1,0773597	0,1861419
400	0,6200879	0,2154856	0,2788176	0,4162048	0,6702796	0,1812841	0,1417197	0,1372909	0,7374990	0,9189641	0,7942248	0,3536071	0,7812730	0,1469982	1,0049559	0,1859886
420	0,6315864	0,2341243	0,2934537	0,4058001	0,6203906	0,1585108	0,1551382	0,1434913	0,7114964	0,9731589	0,7389588	0,4074558	0,7979273	0,1356869	0,9416455	0,1749491
440	0,7033579	0,2197132	0,2894047	0,4046854	0,6579049	0,1250649	0,1495663	0,1460004	0,7550444	0,9538891	0,7986485	0,4184359	0,8018018	0,1343870	0,9415550	0,1622352
460	0,6623503	0,2303366	0,2890835	0,4273333	0,6799981	0,1706356	0,1455788	0,1624405	0,8083981	0,8881567	0,7935155	0,4127756	0,7974560	0,1208891	0,9125657	0,1735369
480	0,6715587	0,2348498	0,3293086	0,4400721	0,7375082	0,1687179	0,1384852	0,1900755	0,7886599	0,8889941	0,7788518	0,4773784	0,7961759	0,1227621	0,9861536	0,1923959
500	0,6899667	0,2419189	0,3249696	0,4595808	0,7340485	0,1598668	0,1437569	0,1417506	0,8349535	0,9099954	0,7508950	0,4063817	0,7341305	0,1354194	1,0161909	0,2022401
520	0,6382100	0,2024417	0,2703762	0,4903871	0,7000851	0,1479357	0,1380386	0,1289448	0,8355612	0,8499534	0,7180198	0,4087210	0,7469630	0,1274895	1,0397804	0,2309661
540	0,6019479	0,2426212	0,2638109	0,4358411	0,6494619	0,1699830	0,1375567	0,1561160	0,7626447	0,8418749	0,6984790	0,4227681	0,7623253	0,1250733	0,9323937	0,2270264
560	0,5907390	0,2287764	0,3095923	0,3965190	0,6084637	0,1595506	0,1414585	0,1670031	0,7480958	0,9008398	0,7010743	0,4003001	0,7467954	0,1103813	0,9199926	0,2232259
580	0,6199873	0,2092043	0,3494882	0,4165297	0,6433878	0,1703658	0,1304603	0,1436282	0,7135739	0,8916491	0,7344002	0,3943463	0,7406517	0,0953331	0,8113433	0,2158188
600	0,6764984	0,2415991	0,3609004	0,4881603	0,6881926	0,1699273	0,1529414	0,1589273	0,6762628	0,8829348	0,7764732	0,3547578	0,8087743	0,0901152	0,8517265	0,2236566
620	0,6767487	0,2537692	0,4029064	0,4622570	0,6819816	0,1530234	0,1775250	0,1918070	0,5908246	0,9251751	0,7141364	0,3602795	0,8341995	0,1098488	0,9512140	0,2397445
640	0,6736039	0,2964446	0,3786071	0,4945141	0,6972104	0,1588201	0,2100520	0,1901062	0,5636925	0,9056277	0,7095313	0,3462970	0,8073593	0,1216763	0,9541099	0,2466157
660	0,7118925	0,2801392	0,3548131	0,5149730	0,6989322	0,1686257	0,2067315	0,1657471	0,5802075	0,9110015	0,7158063	0,3381149	0,8475679	0,0964195	0,7881301	0,2665902
680	0,7495797	0,3206053	0,3685195	0,5354782	0,7487593	0,2142876	0,1840589	0,1643623	0,5924034	0,9013156	0,6784132	0,3485160	0,8073594	0,1004108	0,8515329	0,3011283
700	0,7539038	0,3007245	0,3173792	0,5218875	0,7974908	0,2279893	0,2213205	0,1691140	0,5449338	0,9017510	0,6429335	0,3696898	0,7816504	0,1526304	0,8005714	0,2897750
720	0,7258461	0,2892422	0,3718936	0,5818091	0,7199030	0,2070368	0,2638384	0,1652105	0,5774596	0,9381361	0,6285500	0,3218482	0,7742122	0,1727765	0,8512691	0,2720724
740	0,7414253	0,2854538	0,3898919	0,6367919	0,6296166	0,2275699	0,2756323	0,1873706	0,5992049	0,9929386	0,6555681	0,3381899	0,7575874	0,1815749	0,8893976	0,2984976
760	0,7316959	0,2837569	0,3560072	0,6237865	0,6599532	0,1837095	0,2783163	0,1780296	0,5616715	0,9662315	0,7585230	0,3436103	0,7364225	0,1630152	0,8195049	0,2864845
780	0,6687945	0,2594454	0,3383518	0,5425071	0,6815094	0,1656787	0,2758820	0,2082172	0,5474794	1,0167202	0,7119108	0,3321256	0,6988673	0,2122801	0,8270277	0,2845634
800	0,6884635	0,2980056	0,2871937	0,5874014	0,6792274	0,1878548	0,2416179	0,1662505	0,5860738	1,0478742	0,7342970	0,3915631	0,6766820	0,1938348	0,7957682	0,2832800
820	0,6750763	0,2830841	0,3074977	0,5748591	0,6303473	0,2003096	0,2393690	0,1553064	0,5905875	0,9933859	0,7133309	0,3868541	0,6663637	0,2092448	0,8327452	0,2916708
840	0,7004624	0,3034019	0,3870492	0,5385367	0,6558521	0,1869305	0,2335950	0,1330019	0,5234508	0,9623681	0,7328581	0,3865001	0,7038719	0,2219852	0,9444521	0,2668741
860	0,7032282	0,2984497	0,3869544	0,5824686	0,6885275	0,2217860	0,2199899	0,1149316	0,5443035	0,9481454	0,7415522	0,3884546	0,7397326	0,1791100	1,0052195	0,2354383
880	0,6847739	0,3379334	0,3403033	0,5537563	0,6352845	0,2223392	0,2311212	0,1303256	0,5414532	1,0102271	0,7510929	0,3810420	0,7385206	0,1669563	0,9683788	0,2660901
900	0,6892139	0,3528563	0,3435809	0,5480641	0,6500193	0,2090887	0,2469660	0,1437612	0,5551303	0,9105209	0,7953401	0,3982813	0,7666732	0,2168248	0,8256260	0,2869211
920	0,6815893	0,3744851	0,3523190	0,6052928	0,6822063	0,1943971	0,2283622	0,1526296	0,5549719	0,8784463	0,7844052	0,3713844	0,7477596	0,2122159	0,7634945	0,2633506
940	0,6722866	0,3479826	0,3708655	0,6021734	0,6654696	0,1804806	0,1988617	0,1925390	0,5626216	0,9081528	0,7243718	0,3883022	0,6873206	0,2083174	0,8355910	0,2582478
960	0,7308306	0,3008116	0,3516854	0,5886528	0,6197290	0,1671820	0,2292351	0,2312357	0,6051621	0,9411444	0,7373505	0,3703797	0,6654156	0,2230710	0,8881973	0,2809560
980	0,6488566	0,3177870	0,3719019	0,5998519	0,6912994	0,1766956	0,2511329	0,2199079	0,6013514	0,9389758	0,7289902	0,3556702	0,7095082	0,2149019	0,8984260	0,2737137
1000	0,6908708	0,3060979	0,3300588	0,6153578	0,6898455	0,1745676	0,2586611	0,2360388	0,6033854	0,9494514	0,7314443	0,3529423	0,7250902	0,1882239	0,8899921	0,2469833
1020	0,6964603	0,3232649	0,3076045	0,5753053	0,6948857	0,1982924	0,2590306	0,2135785	0,6373261	0,9506871	0,7583053	0,3248386	0,7503238	0,1488999	0,8966372	0,2347874
1040	0,6833439	0,3038843	0,3723998	0,5717065	0,6739202	0,1912915	0,2563759	0,1945220	0,6101281	0,8958959	0,7719358	0,3206839	0,7478842	0,1491396	0,8279121	0,2427505
1060	0,7265911	0,2649346	0,3753389	0,5677940	0,6950763	0,1873192	0,2404025	0,1906132	0,5623335	0,8532215	0,8115484	0,3187217	0,8107678	0,1910933	0,7503377	0,2338551
1080	0,7028996	0,2899767	0,3711744	0,6100913	0,6971600	0,1849041	0,2585232	0,1722433	0,5981221	0,8959581	0,7803023	0,3012329	0,7934868	0,1942518	0,7971289	0,2587716
